State,Constituency_Name,2019_Candidate,2019_Party,2019_Votes_Margin,2014_Candidate,2014_Party,2014_Votes_Margin,Lat,Long
Andaman and Nicobar Islands,Andaman and Nicobar Islands,Kuldeep Rai Sharma,INC,1407,Bishnu Pada Ray,BJP,7812,11.7401,92.6586
Andhra Pradesh,Amalapuram,CHINTA ANURADHA,YSRCP,39966,Dr Pandula Ravindra Babu,TDP,120576,15.9129,79.74
Andhra Pradesh,Anakapalli,DR.BEESETTI VENKATA SATYAVATHI,YSRCP,89192,Muttamsetti Srinivasa Rao (Avanthi),TDP,47932,15.9129,79.74
Andhra Pradesh,Anantapur,TALARI RANGAIAH,YSRCP,141428,J.C. Divakar Reddi,TDP,61269,15.9129,79.74
Andhra Pradesh,Araku,GODDETI MADHAVI,YSRCP,224089,Kothapalli Geetha,YSRCP,91398,15.9129,79.74
Andhra Pradesh,Bapatla,Nandigam Suresh,YSRCP,16065,Malyadri Sriram,TDP,32754,15.9129,79.74
Andhra Pradesh,Chittoor,N.Reddeppa,YSRCP,137271,Naramalli Sivaprasad,TDP,44138,15.9129,79.74
Andhra Pradesh,Eluru,Kotagiri Sridhar,YSRCP,165925,Maganti Venkateswara Rao (Babu),TDP,101926,15.9129,79.74
Andhra Pradesh,Guntur,JAYADEV GALLA,TDP,4205,Jayadev Galla,TDP,69111,15.9129,79.74
Andhra Pradesh,Hindupur,KURUVA GORANTLA MADHAV,YSRCP,140748,Kristappa Nimmala,TDP,97325,15.9129,79.74
Andhra Pradesh,Kadapa,Y.S.Avinash Reddy,YSRCP,380976,Y.S. Avinash Reddy,YSRCP,190323,15.9129,79.74
Andhra Pradesh,Kakinada,VANGA GEETHAVISWANATH,YSRCP,25738,Thota Narasimham,TDP,3431,15.9129,79.74
Andhra Pradesh,Kurnool,Ayushman Doctor Sanjeev Kumar,YSRCP,148889,Butta Renuka,YSRCP,44131,15.9129,79.74
Andhra Pradesh,Machilipatnam,BALASHOWRY VALLABHANENI,YSRCP,60141,Konakalla Narayana Rao,TDP,81057,15.9129,79.74
Andhra Pradesh,Nandyal,POCHA BRAHMANANDA REDDY,YSRCP,250119,S.P.Y Reddy,YSRCP,105766,15.9129,79.74
Andhra Pradesh,Narasaraopet,LAVU SRI KRISHNA DEVARAYALU,YSRCP,153978,Sambasiva Rao Rayapati,TDP,35280,15.9129,79.74
Andhra Pradesh,Narsapuram,KANUMURU RAGHU RAMA KRISHNA RAJU,YSRCP,31909,Gokaraju Ganga Raju,BJP,85351,15.9129,79.74
Andhra Pradesh,Nellore,Adala Prabhakara Reddy,YSRCP,148571,Mekapati Rajamohan Reddy,YSRCP,13478,15.9129,79.74
Andhra Pradesh,Ongole,MAGUNTA SREENIVASULU REDDY,YSRCP,214851,Y.V.Subba Reddy,YSRCP,15658,15.9129,79.74
Andhra Pradesh,Rajahmundry,MARGANI BHARAT,YSRCP,121634,Murali Mohan Maganti,TDP,167434,15.9129,79.74
Andhra Pradesh,Rajampet,P.V. Midhun Reddy,YSRCP,268284,P.V.Midhun Reddy,YSRCP,174762,15.9129,79.74
Andhra Pradesh,Srikakulam,KINJARAPU RAM MOHAN NAIDU,TDP,6653,Rammohan Naidu Kinjarapu,TDP,127572,15.9129,79.74
Andhra Pradesh,Tirupati,Balli Durga Prasad Rao,YSRCP,228376,Varaprasad Rao Velagapalli,YSRCP,37425,15.9129,79.74
Andhra Pradesh,Vijayawada,KESINENI SRINIVAS,TDP,8726,Kesineni Srinivas,TDP,74862,15.9129,79.74
Andhra Pradesh,Visakhapatnam,M V V SATYANARAYANA,YSRCP,4414,Kambhampati Hari Babu,BJP,90488,15.9129,79.74
Andhra Pradesh,Vizianagaram,BELLANA CHANDRA SEKHAR,YSRCP,48036,Ashok Gajapathi Raju Pusapati,TDP,106911,15.9129,79.74
Arunachal Pradesh,Arunachal East,Shri Tapir Gao,BJP,69948,Ninong Ering,INC,12478,28.218,94.7278
Arunachal Pradesh,Arunachal West,Shri Kiren Rijiju,BJP,174843,Kiren Rijiju,BJP,41738,28.218,94.7278
Assam,Autonomous District,Shri Horen singh,BJP,239626,Biren Singh Engti,INC,24095,26.244156,92.537842
Assam,Barpeta,Abdul Khaleque,INC,140307,Siraj Uddin Ajmal,AUDF,42341,26.244156,92.537842
Assam,Dhubri,Badruddin Ajmal,AIUDF,226258,Badruddin Ajmal,AUDF,229730,26.244156,92.537842
Assam,Dibrugarh,Shri Rameswar Teli,BJP,364566,Rameswar Teli,BJP,185347,26.244156,92.537842
Assam,Gauhati,Queen Oja,BJP,345606,Bijoya Chakravarty,BJP,315784,26.244156,92.537842
Assam,Jorhat,Topon Kumar Gogoi,BJP,82653,Kamakhya Prasad Tasa,BJP,102420,26.244156,92.537842
Assam,Kaliabor,Gaurav Gogoi,INC,209994,Gourav Gogoi,INC,93874,26.244156,92.537842
Assam,Karimganj,Shri Kripanath Mallah,BJP,38389,Radheshyam Biswas,AUDF,102094,26.244156,92.537842
Assam,Kokrajhar,Naba Kumar Sarania,Independent,37786,Naba Kumar Sarania (Hira),IND,355779,26.244156,92.537842
Assam,Lakhimpur,Pradan Baruah,BJP,350551,Sarbananda Sonowal,BJP,292138,26.244156,92.537842
Assam,Mangaldoi,Shri Dilip Saikia,BJP,138545,Ramen Deka,BJP,22884,26.244156,92.537842
Assam,Silchar,Rajdeep Roy,BJP,81596,Sushmita Dev,INC,35241,26.244156,92.537842
Assam,Tezpur,Pallab Lochan Das,BJP,242841,Ram Prasad Sarmah,BJP,86020,26.244156,92.537842
Bihar,Araria,Pradeep Kumar Singh,BJP,137241,Tasleem Uddin,RJD,146504,25.0961,85.3131
Bihar,Arrah,Rajkumar Singh,BJP,147285,Raj Kumar Singh,BJP,135870,25.0961,85.3131
Bihar,Aurangabad,Sushil Kumar Singh,BJP,72607,Sushil Kumar Singh,BJP,66347,25.0961,85.3131
Bihar,Banka,Girdhari Yadav,JD(U),200532,Jai Prakash Narayan Yadav,RJD,10144,25.0961,85.3131
Bihar,Begusarai,Giriraj Singh,BJP,422217,Bhola Singh,BJP,58335,25.0961,85.3131
Bihar,Bhagalpur,Ajay Kumar Mandal,JD(U),277630,Shailesh Kumar Urph Bulo Mandal,RJD,9485,25.0961,85.3131
Bihar,Buxar,Ashwini Kumar Choubey,BJP,117609,Ashwini Kumar Choubey,BJP,132338,25.0961,85.3131
Bihar,Darbhanga,Gopal Ji Thakur,BJP,267979,Kirti Azad,BJP,35043,25.0961,85.3131
Bihar,Jahanabad,Chandeshwar Prasad,JD(U),1751,Dr. Arun Kumar,RLSP,42340,25.0961,85.3131
Bihar,Jhanjharpur,Ramprit Mandal,JD(U),322951,Birendra Kumar Chaudhary,BJP,55408,25.0961,85.3131
Bihar,Karakat,Mahabali Singh,JD(U),84542,Upendra Kushwaha,RLSP,105241,25.0961,85.3131
Bihar,Katihar,Dulal Chandra Goswami,JD(U),57203,Tariq Anwar,NCP,114740,25.0961,85.3131
Bihar,Khagaria,Choudhary Mehboob Ali Kaiser,LJP,248570,Choudhary Mahboob Ali Kaiser,LJP,76003,25.0961,85.3131
Bihar,Kishanganj,Dr.Mohammad Javed,INC,34466,Mohammad Asrarul Haque,INC,194612,25.0961,85.3131
Bihar,Madhepura,Dinesh Chandra Yadav,JD(U),301527,Rajesh Ranjan (Pappu Yadav),RJD,56209,25.0961,85.3131
Bihar,Madhubani,Ashok Kumar Yadav,BJP,454940,Hukm Deo Narayan Yadav,BJP,20535,25.0961,85.3131
Bihar,Maharajganj,Janardan Singh Sigriwal,BJP,230772,Janardan Singh (Sigriwal),BJP,38415,25.0961,85.3131
Bihar,Munger,Rajiv Ranjan Singh alias Lalan Singh,JD(U),167937,Veena Devi,LJP,109084,25.0961,85.3131
Bihar,Muzaffarpur,Ajay Nishad,BJP,409988,Ajay Nishad,BJP,222422,25.0961,85.3131
Bihar,Nalanda,Kaushalendra Kumar,JD(U),256137,Kaushlendra Kumar,JD(U),9627,25.0961,85.3131
Bihar,Nawada,Chandan Singh,LJP,148072,Giriraj Singh,BJP,140157,25.0961,85.3131
Bihar,Paschim Champaran,Dr. Sanjay Jaiswal,BJP,293906,Dr. Sanjay Jaiswal,BJP,110254,25.0961,85.3131
Bihar,Pataliputra,Ram Krapal Yadav,BJP,39321,Ram Kripal Yadav,BJP,40322,25.0961,85.3131
Bihar,Patna Sahib,Ravi Shankar Prasad,BJP,284657,Shatrughana Sinha,BJP,265805,25.0961,85.3131
Bihar,Purnia,Santosh Kumar,JD(U),263461,Santosh Kumar,JD(U),116669,25.0961,85.3131
Bihar,Purvi Champaran,Radha Mohan Singh,BJP,293648,Radha Mohan Singh,BJP,192163,25.0961,85.3131
Bihar,Saran,Rajiv Pratap Rudy,BJP,138429,Rajiv Pratap Rudy,BJP,40948,25.0961,85.3131
Bihar,Sheohar,Smt. Rama Devi,BJP,340360,Rama Devi,BJP,136239,25.0961,85.3131
Bihar,Sitamarhi,Sunil Kumar Pintu,JD(U),250539,Ram Kumar Sharma,RLSP,147965,25.0961,85.3131
Bihar,Siwan,Kavita Singh JD,JD(U),116958,Om Prakash Yadav,BJP,113847,25.0961,85.3131
Bihar,Supaul,Dileshwar Kamath,JD(U),266853,Ranjeet Ranjan,INC,59672,25.0961,85.3131
Bihar,Ujiarpur,Nityanand Rai,BJP,277278,Nityanand Rai,BJP,60469,25.0961,85.3131
Bihar,Vaishali,Veena Devi,LJP,234584,Rama Kishore Singh,LJP,99267,25.0961,85.3131
Bihar,Valmiki Nagar,Baidyanath Prasad Mahato,JD(U),354616,Satish Chandra Dubey,BJP,117793,25.0961,85.3131
Chandigarh,Chandigarh,Smt. Kirron Kher,BJP,46970,Smt. Kirron Kher,BJP,69642,30.7333,76.7794
Chhattisgarh,Bastar,Deepak Baij,INC,38982,Dinesh Kashyap,BJP,124359,21.2787,81.8661
Chhattisgarh,Bilaspur,Shri Arun Sao,BJP,141763,Lakhan Lal Sahu,BJP,176436,21.2787,81.8661
Chhattisgarh,Durg,Shri Vijay Baghel,BJP,391978,Tamradhwaj Sahu,INC,16848,21.2787,81.8661
Chhattisgarh,Janjgir-Champa,Shri Guharam Ajgale,BJP,83255,Kamla Patle,BJP,174961,21.2787,81.8661
Chhattisgarh,Kanker,Shri Mohan Mandav,BJP,6914,Vikram Dev Usendi,BJP,35158,21.2787,81.8661
Chhattisgarh,Korba,Smt. Jyotsna Mahant,INC,26349,Dr. Banshilal Mahto,BJP,4265,21.2787,81.8661
Chhattisgarh,Mahasamund,Shri Chunnilal Sahu,BJP,90511,Chandu Lal Sahu (Chandu Bhaiya),BJP,1217,21.2787,81.8661
Chhattisgarh,Raigarh,Smt. Gomtee Sai,BJP,66027,Vishnu Deo Sai,BJP,216750,21.2787,81.8661
Chhattisgarh,Raipur,Shri Sunil Soni,BJP,348238,Ramesh Bais,BJP,171646,21.2787,81.8661
Chhattisgarh,Rajnandgaon,Shri Santosh Pandey,BJP,111966,Abhishek Singh,BJP,235911,21.2787,81.8661
Dadar & Nagar Haveli,Dadar & Nagar Haveli,Delkar Mohanbhai Sanjibhai,Independent,9001,Patel Natubhai Gomanbhai,BJP,6214,20.1809,73.0169
Delhi,Chandni Chowk,Dr. Harshvardhan,BJP,228145,Dr. Harsh Vardhan,BJP,136320,28.7041,77.1025
Delhi,East Delhi,Sh. Gautam Gambhir,BJP,391222,Maheish Girri,BJP,190463,28.7041,77.1025
Delhi,New Delhi,Smt. Minakshi Lekhi,BJP,256504,Meenakashi Lekhi,BJP,162708,28.7041,77.1025
Delhi,North East Delhi,Sh. Manoj Tiwari,BJP,366102,Manoj Tiwari,BJP,144084,28.7041,77.1025
Delhi,North West Delhi,Shri Hansraj Hans,BJP,553897,Udit Raj,BJP,106802,28.7041,77.1025
Delhi,South Delhi,Sh. Ramesh Bidhuri,BJP,367043,Ramesh Bidhuri,BJP,107000,28.7041,77.1025
Delhi,West Delhi,Sh. Pravesh Verma,BJP,578486,Parvesh Sahib Singh Verma,BJP,268586,28.7041,77.1025
Goa,North Goa,Shri Shripad Yesso Naik,BJP,80247,Shripad Yesso Naik,BJP,105599,15.2993,74.124
Goa,South Goa,Cosme Francisco Caitano Sardinha,INC,9755,Adv. Narendra Keshav Sawaikar,BJP,32330,15.2993,74.124
Gujarat,Ahmedabad East,Patel Hasmukhbhai Somabhai,BJP,434330,Paresh Rawal,BJP,326633,22.309425,72.13623
Gujarat,Ahmedabad West,Dr. Kirit P. Solanki,BJP,321546,Dr. Kirit P Solanki,BJP,320311,22.309425,72.13623
Gujarat,Amreli,Kachhadiya Naranbhai Bhikhabhai,BJP,201431,Kachhadiya Naranbhai Bhikhabhai,BJP,156232,22.309425,72.13623
Gujarat,Anand,Shri Miteshbhai Patel,BJP,633097,Dilip Patel,BJP,63426,22.309425,72.13623
Gujarat,Banaskantha,Shri Parbatbhai Savabhai Patel,BJP,368296,Chaudhary Haribhai Parthibhai,BJP,202334,22.309425,72.13623
Gujarat,Bardoli,Shri Parbhu Bhai Vasava,BJP,215447,Vasava Parbhubhai Nagarbhai,BJP,123884,22.309425,72.13623
Gujarat,Bharuch,Shri Mansukhbhai Dhanjibhai Vasava,BJP,334214,Vasava Mansukhbhai Dhanjibhai,BJP,153273,22.309425,72.13623
Gujarat,Bhavnagar,Dr. Mrs. Bharatiben Shiyal,BJP,329519,Dr. Bharatiben Dhirubhai Shiyal,BJP,295488,22.309425,72.13623
Gujarat,Chhota Udaipur,Mrs. Gitaben Vajesingbhai Rathva,BJP,377943,Ramsinh Rathwa,BJP,179729,22.309425,72.13623
Gujarat,Dahod,Shri Jashvant Sinh Bhabhor,BJP,127596,Jasvantsinh Sumanbhai Bhabhor,BJP,230354,22.309425,72.13623
Gujarat,Gandhinagar,Shri Amit Shah,BJP,557014,L.K.Advani,BJP,483121,22.309425,72.13623
Gujarat,Jamnagar,Mrs. Punamben Madam,BJP,236804,Poonamben Hematbhai Maadam,BJP,175289,22.309425,72.13623
Gujarat,Junagadh,Shri Rajeshbhai Naranbhai Chudasma,BJP,150185,Chudasama Rajeshbhai Naranbhai,BJP,135832,22.309425,72.13623
Gujarat,Kheda,Shri Devusinh Chauhan,BJP,367145,Chauhan Devusinh Jesingbhai (Chauhan Devusinh),BJP,232901,22.309425,72.13623
Gujarat,Navsari,Shri C.R. Patil,BJP,689668,C. R. Patil,BJP,558116,22.309425,72.13623
Gujarat,Panchmahal,Ratansinh Magansinh Rathod,BJP,428541,Chauhan Prabhatsinh Pratapsinh,BJP,170596,22.309425,72.13623
Gujarat,Patan,Shri Bharatsinh Dabhi Thakor,BJP,193879,Liladharbhai Khodaji Vaghela,BJP,138719,22.309425,72.13623
Gujarat,Porbandar,Shri Ramesh Lavjibhai Dhaduk,BJP,229823,Radadiya Vithalbhai Hansrajbhai,BJP,267971,22.309425,72.13623
Gujarat,Rajkot,Shri Mohan Bhai Kundariya,BJP,368407,Kundariya Mohanbhai Kalyanjibhai,BJP,246428,22.309425,72.13623
Gujarat,Sabarkantha,Shri Dipsinh Radhod,BJP,268987,Rathod Dipsinh Shankarsinh,BJP,84455,22.309425,72.13623
Gujarat,Surat,Smt. Darshana Vikram Jardosh,BJP,548230,Darshana Vikram Jardosh,BJP,533190,22.309425,72.13623
Gujarat,Surendranagar,Dr. Mahendra Bhai Munjpara,BJP,277437,Fatepara Devajibhai Govindbhai,BJP,202907,22.309425,72.13623
Gujarat,Vadodara,Mrs. Ranjanben Bhatt,BJP,589177,Narendra Modi,BJP,570128,22.309425,72.13623
Gujarat,Valsad,Dr. K.C. Patel,BJP,353797,Dr. K.C.Patel,BJP,208004,22.309425,72.13623
Haryana,Ambala,Shri Ratan Lal Katariya,BJP,342345,Rattan Lal Kataria,BJP,340074,29.0588,76.0856
Haryana,Bhiwani-Mahendragarh,Shri Dharmvir Singh,BJP,444463,Dharambir S/O Bhale Ram,BJP,129394,29.0588,76.0856
Haryana,Faridabad,Shri Krishan Pal Gurjar,BJP,638239,Krishan Pal,BJP,466873,29.0588,76.0856
Haryana,Gurgaon,Rao Inderjit Singh,BJP,386256,Inderjit Singh Rao,BJP,274722,29.0588,76.0856
Haryana,Hisar,Brijendra Singh,BJP,314068,Dushyant Chautala,INLD,31847,29.0588,76.0856
Haryana,Karnal,Shri Sanjay Bhatiya,BJP,656142,Ashwini Kumar,BJP,360147,29.0588,76.0856
Haryana,Kurukshetra,Shri Nayab Singh Saini,BJP,384591,Raj Kumar Saini,BJP,129736,29.0588,76.0856
Haryana,Rohtak,Arvind Sharma,BJP,7503,Deepender Singh Hooda,INC,170627,29.0588,76.0856
Haryana,Sirsa,Smt Suneeta Duggal,BJP,309918,Charanjeet Singh Rori,INLD,115736,29.0588,76.0856
Haryana,Sonipat,Shri Ramesh Chandra Kaushik,BJP,164864,Ramesh Chander,BJP,77414,29.0588,76.0856
Himachal Pradesh,Hamirpur,ANURAG SINGH THAKUR,BJP,399572,Anurag Singh Thakur,BJP,98403,31.1048,77.1734
Himachal Pradesh,Kangra,Shri Kishan Kapoor,BJP,477623,Shanta Kumar,BJP,170072,31.1048,77.1734
Himachal Pradesh,Mandi,Shri Ramswroop Sharma,BJP,405459,Ram Swaroop Sharma,BJP,39856,31.1048,77.1734
Himachal Pradesh,Shimla,Shri Suresh Kashyap,BJP,327515,Virender Kashyap,BJP,84187,31.1048,77.1734
Jammu & Kashmir,Anantnag,Hasnain Masoodi,JKPDP,6676,Mehbooba Mufti,JKPDP,65417,33.7782,76.5762
Jammu & Kashmir,Baramulla,Mohammad Akbar Lone,JKPDP,30233,Muzaffar Hussain Baig,JKPDP,29219,33.7782,76.5762
Jammu & Kashmir,Jammu,Shri Jugal Kishore Sharma,BJP,302875,Jugal Kishore,BJP,257280,33.7782,76.5762
Jammu & Kashmir,Ladakh,Shri Jamyang Tsering Namgyal,BJP,10930,Thupstan Chhewang,BJP,36,33.7782,76.5762
Jammu & Kashmir,Srinagar,Farooq Abdullah,JKPDP,70050,Tariq Hameed Karra,JKPDP,42280,33.7782,76.5762
Jammu & Kashmir,Udhampur,Dr. Jitendra Singh,BJP,357252,Dr. Jitendra Singh,BJP,60976,33.7782,76.5762
Jharkhand,Chatra,Shri Sunil Kumar Singh,BJP,377871,Sunil Kumar Singh,BJP,178026,23.6102,85.2799
Jharkhand,Dhanbad,Shri Pashupati Nath Singh,BJP,486194,Pashupati Nath Singh,BJP,292954,23.6102,85.2799
Jharkhand,Dumka,Shri Sunil Soren,BJP,47590,Shibu Soren,JMM,39030,23.6102,85.2799
Jharkhand,Giridih,Chandra Prakash Choudhary,Others,248347,Ravindra Kumar Pandey,BJP,40313,23.6102,85.2799
Jharkhand,Godda,Shri Nishikant Dubey,BJP,184227,Nishikant Dubey,BJP,60682,23.6102,85.2799
Jharkhand,Hazaribagh,Shri Jayant Sinha,BJP,479548,Jayant Sinha,BJP,159128,23.6102,85.2799
Jharkhand,Jamshedpur,Shri Vidhyut Varan Mahato,BJP,302090,Bidyut Baran Mahato,BJP,99876,23.6102,85.2799
Jharkhand,Khunti,Shri Arjun Munda,BJP,1445,Karia Munda,BJP,92248,23.6102,85.2799
Jharkhand,Kodarma,Smt Annapurna Devi Yadav,BJP,455600,Ravindra Kr. Ray,BJP,98654,23.6102,85.2799
Jharkhand,Lohardaga,Shri Sudarshan Bhagat,BJP,10363,Sudarshan Bhagat,BJP,6489,23.6102,85.2799
Jharkhand,Rajmahal,Vijay Hansda,JMM,99195,Vijay Kumar Hansdak,JMM,41337,23.6102,85.2799
Jharkhand,Ranchi,Shri Sanjay Seth,BJP,283026,Ram Tahal Choudhary,BJP,199303,23.6102,85.2799
Jharkhand,Singhbhum,Smt Geeta Kora,INC,72155,Laxman Giluwa,BJP,87524,23.6102,85.2799
Karnataka,Bagalkot,Gaddigoudar Parvatagouda Chandanagouda,BJP,168187,Gaddigoudar Parvtagouda Chandanagouda,BJP,116560,15.317277,75.71389
Karnataka,Bangalore Central,Shri P. C. Mohan,BJP,70968,P.C. Mohan,BJP,137500,15.317277,75.71389
Karnataka,Bangalore North,Shri D.V. Sadananda Gowda,BJP,147518,D.V Sadananda Gowda,BJP,229764,15.317277,75.71389
Karnataka,Bangalore Rural,D.K Suresh,INC,206870,D K Suresh,INC,231480,15.317277,75.71389
Karnataka,Bangalore South,Shri Tejaswi Surya,BJP,331192,Ananth Kumar,BJP,228575,15.317277,75.71389
Karnataka,Belgaum,Angadi Suresh Channabasappa,BJP,391304,Angadi Suresh Channabasappa,BJP,75860,15.317277,75.71389
Karnataka,Bellary,Y. Devendrappa,BJP,55707,B. Sreeramulu,BJP,85144,15.317277,75.71389
Karnataka,Bidar,Bhagwanth Khuba,BJP,116834,Bhagwanth Khuba,BJP,92222,15.317277,75.71389
Karnataka,Bijapur,Jigajinagi Ramesh Chandappa,BJP,258038,Ramesh Jigajinagi,BJP,69819,15.317277,75.71389
